Codi_Dimensio,Desc_Dimensio,Codi_Valor,Desc_Valor_CA,Desc_Valor_ES,Desc_Valor_EN
38,NACIONALITAT_DEST,47,Hongria,Hungría,Hungary
38,NACIONALITAT_DEST,48,El Salvador,El Salvador,El Salvador
38,NACIONALITAT_DEST,49,Bulgària,Bulgaria,Bulgaria
38,NACIONALITAT_DEST,50,Nigèria,Nigeria,Nigeria
38,NACIONALITAT_DEST,51,Canadà,Canadá,Canada
38,NACIONALITAT_DEST,52,Belarús,Belarús,Belarus
38,NACIONALITAT_DEST,54,Senegal,Senegal,Senegal
38,NACIONALITAT_DEST,55,Japó,Japón,Japan
38,NACIONALITAT_DEST,56,Israel,Israel,Israel
38,NACIONALITAT_DEST,57,Geòrgia,Georgia,Georgia
38,NACIONALITAT_DEST,58,Síria,Siria,Syria
38,NACIONALITAT_DEST,59,Eslovàquia,República Eslovaca,Slovakia
38,NACIONALITAT_DEST,60,Lituània,Lituania,Lithuania
38,NACIONALITAT_DEST,61,Armènia,Armenia,Armenia
38,NACIONALITAT_DEST,62,Paraguai,Paraguay,Paraguay
38,NACIONALITAT_DEST,63,Dinamarca,Dinamarca,Denmark
38,NACIONALITAT_DEST,64,Ghana,Ghana,Ghana
38,NACIONALITAT_DEST,65,Montenegro,Montenegro,Montenegro
38,NACIONALITAT_DEST,66,Letònia,Letonia,Latvia
38,NACIONALITAT_DEST,67,Txèquia,República Checa,Czechia
38,NACIONALITAT_DEST,68,Moldàvia,Moldavia,Moldova
38,NACIONALITAT_DEST,69,Eslovènia,Eslovenia,Slovenia
38,NACIONALITAT_DEST,70,Finlàndia,Finlandia,Finland
38,NACIONALITAT_DEST,71,Guinea-Bissau,Guinea-Bissau,Guinea-Bissau
38,NACIONALITAT_DEST,72,Líban,Líbano,Lebanon
38,NACIONALITAT_DEST,73,Noruega,Noruega,Norway
38,NACIONALITAT_DEST,75,Xipre,Chipre,Cyprus
38,NACIONALITAT_DEST,76,Jordània,Jordania,Jordan
38,NACIONALITAT_DEST,77,Costa Rica,Costa rica,Costa Rica
38,NACIONALITAT_DEST,78,Austràlia,Australia,Australia
38,NACIONALITAT_DEST,79,Bòsnia i Hercegovina,Bosnia y Herzegovina,Bosnia and Herzegovina
38,NACIONALITAT_DEST,80,Dominica,Dominica,Dominica
38,NACIONALITAT_DEST,81,Tunísia,Túnez,Tunisia
38,NACIONALITAT_DEST,82,Estònia,Estonia,Estonia
38,NACIONALITAT_DEST,83,Egipte,Egipto,Egypt
38,NACIONALITAT_DEST,84,Azerbaidjan,Azerbaiyán,Azerbaijan
38,NACIONALITAT_DEST,85,Albània,Albania,Albania
38,NACIONALITAT_DEST,86,Iran,Irán,Iran
38,NACIONALITAT_DEST,87,Líbia,Libia,Libya
38,NACIONALITAT_DEST,88,Palestina,"Palestina. Estado Observador, no miembro de Naciones Unidas",Palestine
38,NACIONALITAT_DEST,89,Camerun,Camerún,Cameroon
38,NACIONALITAT_DEST,90,Nicaragua,Nicaragua,Nicaragua
38,NACIONALITAT_DEST,91,Luxemburg,Luxemburgo,Luxembourg
38,NACIONALITAT_DEST,92,Malta,Malta,Malta
38,NACIONALITAT_DEST,93,Kazakhstan,Kazajstán,Kazakhstan
38,NACIONALITAT_DEST,94,Singapur,Singapur,Singapore
38,NACIONALITAT_DEST,95,Uzbekistan,Uzbekistán,Uzbekistan
38,NACIONALITAT_DEST,96,Congo,Congo,Congo Republic
38,NACIONALITAT_DEST,97,Guatemala,Guatemala,Guatemala
38,NACIONALITAT_DEST,98,Turquia,Turquía,Turkey
38,NACIONALITAT_DEST,99,Panamà,Panamá,Panama
38,NACIONALITAT_DEST,100,Costa d'Ivori,Costa de marfil,Ivory Coast
38,NACIONALITAT_DEST,101,Sierra Leone,Sierra leona,Sierra Leone
38,NACIONALITAT_DEST,102,Níger,Níger,Niger
38,NACIONALITAT_DEST,103,Sud-àfrica,Sudáfrica,South Africa
38,NACIONALITAT_DEST,104,Mauritània,Mauritania,Mauritania
38,NACIONALITAT_DEST,105,Angola,Angola,Angola
38,NACIONALITAT_DEST,106,Benín,Benin,Benin
38,NACIONALITAT_DEST,107,Vietnam,Vietnam,Vietnam
38,NACIONALITAT_DEST,108,Vanuatu,Vanuatu,Vanuatu
38,NACIONALITAT_DEST,109,Corea del Nord,Corea del Norte,North Korea
38,NACIONALITAT_DEST,111,Kirguizstan,Kirguistán,Kyrgyzstan
38,NACIONALITAT_DEST,112,Nepal,Nepal,Nepal
38,NACIONALITAT_DEST,114,Sri Lanka,Sri Lanka,Sri Lanka
38,NACIONALITAT_DEST,115,Gàmbia,Gambia,Gambia
38,NACIONALITAT_DEST,116,Tadjikistan,Tayikistán,Tajikistan
38,NACIONALITAT_DEST,117,Nova Zelanda,Nueva Zelanda,New Zealand
38,NACIONALITAT_DEST,118,Aràbia Saudí,Arabia Saudí,Saudi Arabia
38,NACIONALITAT_DEST,119,Tailàndia,Tailandia,Thailand
38,NACIONALITAT_DEST,120,Saint Kitts i Nevis,San Cristóbal y Nieves,St Kitts and Nevis
38,NACIONALITAT_DEST,122,Islàndia,Islandia,Iceland
38,NACIONALITAT_DEST,123,Liechtenstein,Liechtenstein,Liechtenstein
38,NACIONALITAT_DEST,124,Cap Verd,Cabo Verde,Cabo Verde
38,NACIONALITAT_DEST,125,Macedònia,Macedonia,North Macedonia
38,NACIONALITAT_DEST,126,"Emirats Àrabs Units, els",Emiratos Árabes Unidos,United Arab Emirates
38,NACIONALITAT_DEST,127,Mali,Mali,Mali
38,NACIONALITAT_DEST,128,Etiòpia,Etiopía,Ethiopia
38,NACIONALITAT_DEST,129,Tanzània,Tanzania,Tanzania
38,NACIONALITAT_DEST,130,Eritrea,Eritrea,Eritrea
38,NACIONALITAT_DEST,131,Malàisia,Malasia,Malaysia
38,NACIONALITAT_DEST,132,Turkmenistan,Turkmenistán,Turkmenistan
38,NACIONALITAT_DEST,133,"Sudan, el",Sudán,Sudan
38,NACIONALITAT_DEST,134,San Marino,San Marino,San Marino
38,NACIONALITAT_DEST,135,Burkina Faso,Burkina Faso,Burkina Faso
38,NACIONALITAT_DEST,136,Botswana,Botswana,Botswana
38,NACIONALITAT_DEST,137,Kiribati,Kiribati,Kiribati
38,NACIONALITAT_DEST,138,Mònaco,Mónaco,Monaco
38,NACIONALITAT_DEST,139,Haití,Haití,Haiti
38,NACIONALITAT_DEST,140,Afganistan,Afganistán,Afghanistan
38,NACIONALITAT_DEST,141,República Democràtica del Congo,República Democrática del Congo,DR Congo
38,NACIONALITAT_DEST,143,"Iraq, l'",Iraq,Iraq
38,NACIONALITAT_DEST,144,Kenya,Kenia,Kenya
38,NACIONALITAT_DEST,145,Seychelles,Seychelles,Seychelles
38,NACIONALITAT_DEST,999,No consta,No consta,Not available
